country,country_iso,core_city,uc_id,circuity,elev_iqr,elev_mean,elev_median,elev_range,elev_std,elev_res_mean,grade_mean,grade_median,intersect_count,intersect_count_clean,k_avg,length_mean,length_median,m,n,orientation_entropy,orientation_order,prop_4way,prop_3way,prop_deadend,straightness,uc_names,world_region,world_subregion,resident_pop,area,built_up_area,night_light_em,gdp_ppp,un_income_class,un_dev_group,transport_co2_em_fossil,transport_co2_em_bio,transport_pm25_em,pm25_concentration,climate_classes,avg_elevation,avg_precipitation,avg_temperature,land_use_efficiency,pct_open_space,centroid_lat,centroid_lng
afghanistan,AFG,khanabad,6086,1.0846541551021232,14.087500000000036,489.5647954545453,490.09,92.82999999999998,11.915068232415745,152.69999999999874,0.008104518664047147,0.0065,288,272,2.3136363636363635,200.27133988212188,124.74,509,440,3.5216037470309773,0.055563590176536,0.0659090909090909,0.5886363636363636,0.34545454545454546,0.9219528596245016,Khanabad,Asia,South-Central Asia,91714,18.0,3.67193317413,0.7280332057000001,453571104,LIC,LDCL,3088.74089703069,,2.24705997513546,42.57845,"Steppe (semi-arid), and  Cold arid",483.617124128,461.375007629,16.6090021133,4.1202,79.61,36.6772650881,69.1025715867
afghanistan,AFG,kunduz,6075,1.054530617105088,11.455000000000036,400.5456636438573,400.27,57.69,10.274155833715882,152.70000000000678,0.01097315365768288,0.0075,1597,1460,2.3553173948887056,113.62390934546707,81.58,2857,2426,3.493752456755211,0.08003988381814431,0.0651277823577906,0.5931574608408904,0.34171475680131896,0.9482892044853224,Kunduz,Asia,South-Central Asia,190792,35.0,11.7941389084,6.4573956047,798919616,LIC,LDCL,6749.25748871221,,4.66113327408713,46.2086,"Steppe (semi-arid), and  Hot arid",398.474778233,392.350006104,17.9796247482,2.7144,66.31,36.7235566892,68.8675632913
afghanistan,AFG,lashkar_gah,6016,1.02257635495231,5.639999999999987,782.1496718866513,783.14,22.960000000000036,3.661742332167393,152.7000000000029,0.006490955027791807,0.0049,1184,1033,2.951528709917972,131.19529711975756,94.24799999999999,1979,1341,3.1881503520592607,0.3275015933775983,0.2371364653243848,0.6420581655480985,0.11707680835197612,0.9779220839177698,Lashkar Gah,Asia,South-Central Asia,207569,23.0,2.08260512352,2.9549414477,173630960,LIC,LDCL,1710.94628885768,,1.03747638810545,41.4214,"Desert (arid), and  Hot arid",780.267665352,118.975000381,21.5079221725,0.40048,90.96,31.5856425858,64.3596844997
afghanistan,AFG,maymana,5992,1.0274484427890074,30.709999999999923,859.0414403292184,855.5450000000003,102.85000000000002,18.372558189213056,152.69999999999862,0.013149243466299854,0.0105,419,396,2.9917695473251027,169.45090508940882,118.109,727,486,2.849776802025481,0.5563646590745179,0.34156378600823045,0.5205761316872428,0.13786008230452676,0.9732848465714752,Maymana,Asia,South-Central Asia,86550,12.0,3.31549215317,9.7373059591,7942008,LIC,LDCL,2300.66152657981,,1.35619230398288,33.21755,"Steppe (semi-arid), and  Cold arid",865.465703544,310.875003815,12.5085737705,0.60697,72.33,35.9196977778,64.7838375211
afghanistan,AFG,mazar_i_sharif,6028,1.0191901438925843,18.329999999999984,362.8918921208696,359.59,69.80000000000001,15.431483621410177,152.70000000000655,0.007618797284190099,0.0062,3089,2749,2.9116068907088395,125.52385780795359,87.67399999999998,5155,3541,2.838067446755581,0.5634353314416051,0.22648969217735104,0.6452979384354702,0.12764755718723525,0.981171183799628,Mazar i sharif,Asia,South-Central Asia,465528,46.0,34.7733535767,11.149986474,612733248,LIC,LDCL,7389.0439836714,,4.68377402998133,44.47055,"Desert (arid), and  Hot arid",364.209347224,291.000003815,17.397875309,0.81283,24.41,36.7102977982,67.1104179806
afghanistan,AFG,pul_i_alam,6134,1.0829395643108168,17.1400000000001,1919.7882228915669,1917.275,113.44000000000004,20.314652700821714,152.6999999999993,0.026193483146067432,0.0176,276,234,2.680722891566265,199.36584719101143,103.179,445,332,3.172461291846868,0.3391617193417412,0.1144578313253012,0.7138554216867471,0.1686746987951807,0.9234125642425858,Pul-i-Alam,Asia,South-Central Asia,64673,21.0,1.18434298038,0.17567387314,171820368,LIC,LDCL,2845.44822754249,,2.02402796423829,29.04595,"Steppe (semi-arid), and  Cold arid",1907.35773872,783.774993896,7.64560735226,1.0808,94.38,34.0233284182,69.022262164
afghanistan,AFG,puli_khumri,6085,1.05481582262445,21.447499999999987,642.9594444444448,638.055,186.67999999999995,24.891299526052066,152.69999999999894,0.031222113502935432,0.0146,302,282,2.580808080808081,202.99916438356172,110.287,511,396,3.3059873367648067,0.23666591537985404,0.11616161616161615,0.6464646464646465,0.2373737373737373,0.9480328020790731,Puli Khumri,Asia,South-Central Asia,214258,22.0,1.92847585678,4.9967816418,448410784,LIC,LDCL,1287.02618620077,,0.936452488007327,36.04475,"Steppe (semi-arid), and  Cold arid",674.49404309,561.325012207,10.1773633957,3.3153,91.23,35.9614532385,68.6974188926
afghanistan,AFG,sheberghan,5999,1.0293953597392913,4.985000000000014,358.76925217391266,358.64,24.20999999999998,3.626977071915393,152.69999999999837,0.0070685714285714345,0.0051,451,441,2.678260869565217,180.42819220779208,120.4445,770,575,2.921954091764348,0.5115264015109411,0.20695652173913048,0.577391304347826,0.21565217391304348,0.9714440526070216,Sheberghan,Asia,South-Central Asia,131716,20.0,3.90876173973,9.648212266,341452480,LIC,LDCL,5193.60286401946,,3.80436516787612,41.91325,"Steppe (semi-arid), and  Hot arid",361.483959571,238.575008392,18.2524309158,0.64893,80.45,36.6625603431,65.7583400342
afghanistan,AFG,taloqan,6100,1.056021912151178,32.309999999999945,808.8849480069322,803.0450000000003,146.31999999999994,24.7735367378943,152.70000000000147,0.012182975778546705,0.0094,829,773,2.5043327556325825,167.07753771626298,117.02,1445,1154,3.1545868079677017,0.35232178843050355,0.11438474870017333,0.6031195840554593,0.28162911611785096,0.9469500476206424,Taloqan,Asia,South-Central Asia,162417,36.0,11.7318305969,1.4320600157,335094400,LIC,LDCL,6246.19156399157,,4.23614886094494,43.83265,"Steppe (semi-arid), and  Cold arid",817.892275238,534.275001526,14.0237050056,1.4204,67.42,36.7334557408,69.5478029833
afghanistan,AFG,zaranj,5981,1.0112049898382098,1.3574999999999589,487.63289389067535,487.69,11.480000000000016,1.2187125218626829,152.69999999999828,0.007073260869565227,0.005050000000000001,538,467,2.9581993569131835,142.4178532608694,102.6845,920,622,2.665935393015668,0.6608222005077888,0.3295819935691318,0.5337620578778135,0.13504823151125406,0.9889191707410356,Zaranj,Asia,South-Central Asia,58160,10.0,1.02603089809,10.119079638,60991168,LIC,LDCL,1308.04416343838,,0.285256538683033,51.2689,"Desert (arid), and  Hot arid",488.150979658,86.4750022888,23.7595467567,1.3979,89.7,30.9589749846,61.8562676248
albania,ALB,durres,3263,1.0439374936718522,6.97,6.4637202460550895,1.31,95.3,13.289529261865287,610.8100000000427,0.01936510282776353,0.01,2701,2244,2.4969243113131854,97.23912660668388,65.33850000000001,4668,3739,3.3379949062973613,0.21099915122311266,0.07488633324418294,0.6445573682802889,0.27761433538379243,0.9579117581864884,Durrës,Europe,Southern Europe,128103,36.0,19.6438903809,23.408286022,612928000,UMIC,MDR,19848.7642070371,629.746941695682,12.3884405994705,20.2589,"Mild temperate with dry summer, and  Hot summer",8.23128717831,949.175018311,16.6164021492,1.1126,100.0,41.314620469,19.477073217
albania,ALB,elbasan,3293,1.0801127057185664,21.19249999999998,130.81243097238894,129.41,248.97000000000003,16.746489653310814,152.7000000000046,0.018082339235787503,0.0133,1248,1059,2.5762304921968786,93.06993942218077,67.445,2146,1666,3.430412441660248,0.13450799021798246,0.09903961584633854,0.648859543817527,0.25090036014405764,0.9258293090207936,Elbasan,Europe,Southern Europe,83516,17.0,10.2300443649,18.141975037999998,393917088,UMIC,MDR,2743.48577826333,90.0095688690371,0.856769511577643,24.15555,"Mild temperate with dry summer, and  Hot summer",136.236418715,1015.00003052,11.0822982788,-7.3037,100.0,41.1121145838,20.0845345312
albania,ALB,fier,3272,1.0483798712167216,4.75,17.032692673644146,15.88,31.9,4.6296780387628935,610.8100000000085,0.009726230712711226,0.0068,801,690,2.589914367269268,88.99279426891991,67.942,1361,1051,3.350761407033452,0.20064333708813584,0.10941960038058993,0.6527117031398668,0.2378686964795433,0.9538527278661186,Fier,Europe,Southern Europe,59033,8.0,5.23522806168,20.921816796,217641072,UMIC,MDR,2925.13264450106,109.028129951366,1.0547453038687,20.6839,"Mild temperate with dry summer, and  Hot summer",17.5098666709,1082.05000305,16.8385500908,2.4739,100.0,40.7281497492,19.5556497683
albania,ALB,shkoder,3261,1.0570895502384274,6.554999999999998,13.872335670464489,12.545,169.55,6.404295572186009,152.7000000000065,0.012058030303030327,0.0084,1481,1159,2.3137598597721296,81.34571212121213,52.663,2640,2282,3.540173672486348,0.03906539577094148,0.03549517966695881,0.6113058720420683,0.35100788781770376,0.9459936481014776,Shkoder,Europe,Southern Europe,83366,20.0,10.0613355637,22.146618748,289798528,UMIC,MDR,6131.01329608892,232.563029618726,2.00542219586603,20.8519,"Mild temperate with dry summer, and  Hot summer",16.0987308661,1201.77503967,8.32567739487,3.4702,100.0,42.0683180662,19.5141606895
albania,ALB,tirana,3274,1.0593730204551794,48.540000000000006,108.73089203370961,101.675,303.2,40.34617009394092,153.79264588961698,0.025048747793107968,0.0147,8781,7171,2.4317061536015263,89.44039495193896,60.45,15293,12578,3.494513076172037,0.07937570377793847,0.05310860232151375,0.6378597551280013,0.3018762919383049,0.9439545662304399,Tirana; Kamëz,Europe,Southern Europe,719251,106.0,56.3840904236,21.223636119,7381273600,UMIC,MDR,84486.2146726967,3133.42578314211,28.4999447975946,19.3494,"Mild temperate with dry summer, and  Hot summer",114.175684131,1184.07501221,15.6027553082,0.89962,100.0,41.344263732900004,19.7983616209
albania,ALB,vlora,3271,1.0777610809305935,8.7,12.225164233576633,2.045,309.83,27.84209775826966,610.8100000000255,0.01920178916827852,0.0074,1213,1014,2.5158150851581507,104.18799032882013,74.9135,2068,1644,3.4743453182364483,0.09690530812089616,0.06447688564476886,0.6715328467153284,0.2621654501216545,0.9278494257155301,Vlora,Europe,Southern Europe,78675,21.0,10.8656330109,24.110416776,436374048,UMIC,MDR,4938.19950445257,154.182601604395,2.40298852744276,18.6859,"Mild temperate with dry summer, and  Hot summer",20.7254837959,859.250015259,16.8036546707,0.48729,100.0,40.462021213,19.4824207348
algeria,DZA,adrar,1934,1.0228074024263143,7.245000000000032,257.37298972382814,257.74,32.14000000000001,4.9312730791419455,152.70000000000792,0.00752103980503655,0.0061,3048,2406,3.162491971740528,68.78485946385064,52.2255,4924,3114,3.409108939841784,0.1524540488574122,0.2508028259473346,0.72703917790623,0.02119460500963391,0.9777011758301606,Adrar,Africa,Northern Africa,85190,18.0,10.993894577,35.520653195,888212416,UMIC,LDC,1293.30493583134,,0.322967975903296,51.35605,"Desert (arid), and  Hot arid",257.360968316,2.32500009611,25.8319664001,0.52849,38.94,27.8791030098,-0.288384240297
algeria,DZA,aflou,2060,1.029203493853031,20.710000000000036,1410.837963761865,1409.56,102.72000000000004,13.45308439040156,152.7000000000015,0.02340452316076299,0.0203,1096,908,3.1665228645383947,80.78690245231604,55.892,1835,1159,3.4311660126164854,0.13386973955402282,0.271786022433132,0.6678170836928387,0.054357204486626405,0.9716251508788588,Aflou,Africa,Northern Africa,152531,11.0,3.33860683441,45.875548623,1069310720,UMIC,LDC,3084.28191898898,,0.709612135104129,21.7954,"Steppe (semi-arid), and  Cold arid",1411.51180072,338.424995422,15.6178004742,0.53156,69.64,34.1111807908,2.10012223336
algeria,DZA,ain_beida,2454,1.0454350357441362,37.38999999999999,994.8281328200197,994.02,115.2299999999999,21.895044686279803,152.70000000000792,0.025341064871481054,0.0223,3005,2465,3.145332050048123,62.1280560995511,46.0925,4902,3117,3.4462833951895417,0.12101609963062787,0.2271414821944177,0.7359640680141162,0.035931985883862684,0.9565395895577616,Ain Beida,Africa,Northern Africa,139453,17.0,6.79351949692,24.721299115,1134653184,UMIC,LDC,3703.79038823629,,1.55305464889083,21.4644,"Mild temperate with dry summer, and  Hot summer",995.045327343,457.325012207,15.2726061344,0.54724,60.06,35.792647027,7.38455630238
algeria,DZA,ain_defla,2055,1.0490896085267174,27.22999999999996,286.45515576323993,284.0,174.29,21.058261689904615,152.7000000000025,0.031284124553343534,0.0249,1198,963,3.0514018691588785,84.22919652884117,56.56399999999999,1959,1284,3.3619063553990207,0.1915476795903971,0.20404984423676006,0.7219626168224299,0.06697819314641744,0.9532074208649765,Ain Defla,Africa,Northern Africa,74693,13.0,5.43429327011,41.281475361,380593120,UMIC,LDC,2925.85661661335,,0.735725960176737,17.5568,"Mild temperate with dry summer, and  Hot summer",292.908919816,528.200019836,18.5947422981,0.24651,58.23,36.2549925776,1.95123627595
algeria,DZA,ain_fakroun,2403,1.0526748281992209,25.757500000000054,929.7851385681288,932.795,103.30999999999996,19.08770988038864,152.69999999999806,0.02743338570306362,0.0233,756,628,2.9399538106235568,78.56313668499607,56.378,1273,866,3.4316717049717234,0.13344130228883444,0.2066974595842956,0.6605080831408776,0.12702078521939955,0.9499609691538552,Ain Fakroun,Africa,Northern Africa,56079,8.0,3.10864400864,45.018590808,309024000,UMIC,LDC,1570.73675576163,,0.542721914658094,18.4213,"Mild temperate with dry summer, and  Hot summer",926.000817175,411.975013733,15.5670642853,1.3101,61.12,35.971909999,6.86769792679
algeria,DZA,ain_mlila,2379,1.0211445274268829,9.514999999999986,778.9486333771338,776.87,43.0,7.860934475829427,152.7000000000039,0.013176834295136036,0.0106,1448,1201,3.1879106438896185,80.84813149216806,56.06399999999999,2426,1522,3.2213336169148414,0.3025038382647525,0.29106438896189224,0.6517739816031537,0.04862023653088042,0.9792933058357924,Ain Mlila,Africa,Northern Africa,84631,16.0,7.73767757416,25.798698306,830955584,UMIC,LDC,5169.67101590154,,1.3018758167464899,20.65725,"Mild temperate with dry summer, and  Hot summer",782.168974807,525.375015259,15.4672629833,1.0176,51.62,36.0343626491,6.57157618491
algeria,DZA,ain_oulmane,2255,1.0387738527129229,18.717500000000086,934.6946095076407,931.65,88.58000000000004,13.767341210343284,152.70000000000167,0.016902617801047116,0.0133,1037,846,2.9185059422750426,80.78225828970338,49.74100000000001,1719,1178,2.9248642200095305,0.5096732986351875,0.16808149405772496,0.7105263157894737,0.1196943972835314,0.9626734417586088,Aïn Oulmane,Africa,Northern Africa,70568,12.0,4.5319585800199995,44.109521627,396696800,UMIC,LDC,1484.79869666777,,0.371967498738578,19.13455,"Steppe (semi-arid), and  Cold arid",941.4970181,430.175018311,16.1137170792,1.3544,62.25,35.9175073387,5.29675983425
algeria,DZA,ain_oussara,2099,1.0168327211034267,7.812500000000114,684.6672456896548,687.43,42.68999999999994,7.504808253163822,152.7000000000066,0.01304874966388814,0.0108,2262,1829,3.206034482758621,60.17693842430748,49.373999999999995,3719,2320,3.236687046286682,0.2907833718557613,0.296551724137931,0.6775862068965517,0.025,0.9834459289575568,Ain Oussara,Africa,Northern Africa,110029,14.0,5.34189271927,56.272407259,1061876800,UMIC,LDC,3286.4225397122,,0.834486281308612,21.5374,"Steppe (semi-arid), and  Cold arid",687.362386752,433.775009155,16.8309698105,0.73657,61.86,35.4434463329,2.9103115433999998
algeria,DZA,ain_sefra,1901,1.0360420148735594,11.10499999999979,1082.9287384259262,1081.625,61.31000000000017,8.328584121585006,152.69999999999803,0.01361541325390916,0.011000000000000001,812,682,3.1087962962962963,83.62316827997019,54.145,1343,864,3.258381358632399,0.27405593773082115,0.2789351851851852,0.6527777777777778,0.060185185185185175,0.9652118211847248,Ain Sefra,Africa,Northern Africa,58656,7.0,3.26627707481,23.132825034,218940672,UMIC,LDC,613.236110174087,,0.152439850560984,24.5282,"Desert (arid), and  Cold arid",1082.458973,245.600006104,16.9176187515,0.37817,53.29,32.7566531806,-0.583192297044
algeria,DZA,ain_temouchent,1852,1.0241015479922997,22.662499999999994,232.3428820512821,231.98,112.69,16.886440138328222,610.8100000000302,0.02629883078921728,0.0219,1896,1410,3.157948717948718,71.18840045469321,53.883,3079,1950,3.4394515276236195,0.12683665854280335,0.23794871794871794,0.7333333333333333,0.02769230769230769,0.9764656658907026,Ain Temouchent; Chaabat El Leham; Sidi Ben Adda,Africa,Northern Africa,82890,13.0,7.3360619545,40.361954029,584989440,UMIC,LDC,3921.33943122466,,0.866728372803255,16.88725,"Mild temperate with dry summer, and  Hot summer",227.391494698,321.625,18.0497202873,1.0329,43.54,35.3059696981,-1.1331495007
algeria,DZA,ain_touta,2322,1.0307150313041873,15.875,926.8198053753482,927.02,61.210000000000036,10.877124625978231,152.70000000000076,0.015126766467065868,0.01285,991,845,3.0954587581093604,76.46226586826334,51.7985,1670,1079,3.291087918028636,0.24846894685622245,0.28637627432808155,0.6265060240963856,0.08155699721964782,0.9702002683852172,Aïn Touta,Africa,Northern Africa,53229,7.0,3.00905513763,46.471385956,209321504,UMIC,LDC,1120.02603422908,,0.281530455425912,19.5213,"Steppe (semi-arid), and  Cold arid",924.990457656,326.024997711,16.4382834435,0.61424,57.0,35.3766417519,5.90093140423
algeria,DZA,ain_turk,1878,1.0456362742669822,18.912499999999994,39.76994642857138,37.75,89.12,14.596777626104295,610.8100000000112,0.029913329312424623,0.020450000000000003,1006,877,2.960714285714286,90.22646501809416,56.13399999999999,1658,1120,3.3818012985486465,0.17518303038983352,0.16875,0.7223214285714286,0.10178571428571427,0.956355498187958,Ain Turk; Mers El Kebir,Africa,Northern Africa,112975,18.0,5.52933597565,33.61979421,838843392,UMIC,LDC,17695.2758986083,,3.66636083197911,18.6052,"Steppe (semi-arid), and  Cold arid",39.4285841594,326.350006104,18.5408625603,0.056791,69.28,35.7486686784,-0.776723463982
algeria,DZA,algiers,2095,1.083427903552686,122.78,85.90380784627673,49.01,391.32,79.8080557090483,610.8099999996086,0.030049224806201886,0.0187,35096,28715,2.714857600366007,103.73617288506935,62.18850000000001,59340,43715,3.5630063613602654,0.01858419746255624,0.11035113805329977,0.6867208052156011,0.19716344504174768,0.9229963495687008,Algiers; Les Eucalyptus; Kouba,Africa,Northern Africa,3857232,727.0,290.158660889,43.36835633,35141832704,UMIC,LDC,4467661.91883769,18.3346503730991,1440.70627649234,22.4688,"Mild temperate with dry summer, and  Hot summer",72.1966821906,582.025016785,18.430335521700002,0.42267,60.09,36.7293386237,3.13114909349
algeria,DZA,ali_mendjeli,2378,1.0399191896842213,55.84499999999992,760.465179704016,763.71,183.11,32.74081538787896,152.70000000000334,0.032808802650260316,0.0286,1241,931,2.97815362931642,109.39731755797449,70.998,2113,1419,3.4227557939421405,0.1409795894392355,0.2677942212825934,0.6039464411557435,0.12544045102184634,0.9616131810238612,Ali Mendjeli,Africa,Northern Africa,126652,22.0,7.11936092377,63.506989826,803871872,UMIC,LDC,32136.3133955018,,10.4903170720958,19.3272,"Mild temperate with dry summer, and  Hot summer",757.342631069,525.375015259,15.4672629833,0.71877,67.64,36.2568336766,6.58794644976
algeria,DZA,annaba,2480,1.1000757740408156,29.11500000000001,24.9838234490298,15.23,264.32,24.694926311166164,452.0552910631452,0.030923236836992444,0.0177,3086,2564,2.8133369773162067,122.21440761608713,75.382,5147,3659,3.573070074820878,0.009488350938018364,0.13555616288603445,0.6996447116698552,0.1566001639792293,0.9090282902302124,Annaba,Africa,Northern Africa,426276,82.0,36.0280189514,34.199280311,3480396800,UMIC,LDC,46186.0974669936,,18.0883344235195,20.291,"Mild temperate with dry summer, and  Hot summer",28.3502407914,646.600006104,17.4591097832,1.6012,56.06,36.8644644444,7.73658410071
algeria,DZA,arzew,1933,1.0956104398221755,52.33,33.01599653379549,20.64,122.17,29.533639214108963,610.809999999998,0.027937889688249392,0.02065,499,418,2.8908145580589246,122.92769784172644,69.134,834,577,3.4918781928299127,0.08167548581055828,0.1733102253032929,0.6828422876949739,0.13518197573656845,0.9127331792879834,Arzew; Ain El Bia,Africa,Northern Africa,53386,16.0,5.15844011307,52.104193091,351077824,UMIC,LDC,20085.7389738973,,5.54351793567426,22.1843,"Steppe (semi-arid), and  Hot arid",34.6846825597,366.700012207,18.8138513565,3.1592,67.75,35.8437758546,-0.317535829285
algeria,DZA,ash_shalif,2023,1.0728435066806936,47.17999999999999,141.33884605433389,134.07,178.76,33.89432221370483,152.70000000000212,0.03058346238938062,0.0242,3346,2659,2.8067270375161706,86.95998930678455,61.5365,5424,3865,3.50614607071752,0.06918779985970835,0.09857697283311773,0.7663648124191462,0.13428201811125484,0.9321023931010528,Ash Shalif,Africa,Northern Africa,185532,34.0,11.9399051666,55.256315456,1575713024,UMIC,LDC,49536.6199409319,,12.0237610887792,20.40685,"Steppe (semi-arid), and  Hot arid",146.46462274,463.025001526,18.7727456093,0.58498,64.88,36.1517131675,1.3340634337
